Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
10.0.2.15,57188,82.161.239.177,110,6,43,12627906.9767442,46511.6279069767,43,0,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,261951,6218.720295017,22.9050471271,52390.2,116195.457980078,260246,49,130846.5,184476.381036977,261291,402,130477.5,183520.372668813,260246,709,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,38210,14210.9395446218,52.3423187647,38210,0,38210,38210,38210,0,38210,38210,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,69,7869565.2173913,28985.5072463768,69,0,69,69,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,42,12928571.4285714,47619.0476190476,42,0,42,42,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1003,541375.872382851,1994.0179461615,1003,0,1003,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2263816,959.4419334434,3.5338561084,323402.285714286,756573.75975638,2027805,54,565680.75,980985.967774726,2027805,135,117500.5,164135.747369365,233562,1439,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,37007,14672.8997216743,54.0438295458,37007,0,37007,37007,37007,0,37007,37007,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,123,4414634.14634146,16260.162601626,123,0,123,123,123,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,47,11553191.4893617,42553.1914893617,47,0,47,47,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,209693,7768.4996637942,28.6132584302,41938.6,92704.249979707,207772,43,104517,147346.911063653,208707,327,104400.5,146189.37726285,207772,1029,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4601650,5147.936066411,13.9080547195,73042.0634920635,126810.544296101,592051,19,176986.538461538,158349.47840804,628301,59,127773.138888889,150095.500625464,592051,95,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3962420,5971.0984701269,16.4041166762,61912.8125,93228.7358416435,381523,33,152400.769230769,105305.977803089,420725,1168,107043.783783784,106308.53802393,381523,78,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3614817,6553.3054647026,16.8749897989,60246.95,97516.5165771237,374437,20,150617.375,111897.628309098,399820,1109,103251.514285714,113507.148306479,374437,222,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1119088,970.4330669259,3.5743391047,373029.333333333,644634.865571459,1117389,59,1119088,0,1119088,1119088,1117389,0,1117389,1117389,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1800,301666.666666667,1111.1111111111,1800,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,618499,3511.727585655,11.3177224215,103083.166666667,251096.771379814,615631,105,205606,355687.921016444,616319,105,308776,433958.502681996,615631,1921,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2296,236498.257839721,871.0801393728,2296,0,2296,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,37847,14347.2402039792,52.844346976,37847,0,37847,37847,37847,0,37847,37847,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1807,300498.063087991,1106.8068622026,1807,0,1807,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,44,12340909.0909091,45454.5454545455,44,0,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,960,565625,2083.3333333333,960,0,960,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,56,9696428.57142857,35714.2857142857,56,0,56,56,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1231,441104.79285134,1624.6953696182,1231,0,1231,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,58,9362068.96551724,34482.7586206897,58,0,58,58,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,283,1918727.91519435,7067.1378091873,283,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,45,12066666.6666667,44444.4444444444,45,0,45,45,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3500790,123971.732094756,145.3957535299,6891.3188976378,31148.5959567933,517453,2,22017.5471698113,53763.7006381875,517635,151,9955.4655172414,37578.4952329503,517453,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,113,4805309.73451327,17699.1150442478,113,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4537436,94917.7024204859,112.398279557,8914.4125736739,69889.733389551,1523612,0,27837.0306748466,122008.562704691,1523890,121,13151.1536231884,84662.7236715146,1523612,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,172,3156976.74418605,11627.9069767442,172,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3790780,112350.492510776,117.3900885834,8537.7927927928,54582.0334318874,699676,2,36803.6893203883,109872.951649784,700396,66,11040.05,62310.8534881783,699676,2,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,249,2180722.89156627,8032.1285140562,249,0,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2164368,195901.990788997,208.8369445492,4799.0421286031,23069.5758804245,268326,1,18819.1565217391,44141.6665258239,269087,47,6460.1014925373,27355.2984783564,268326,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,485,1119587.62886598,4123.7113402062,485,0,485,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2061257,191244.953928598,196.4820495455,5102.1212871287,28302.7233978399,293871,2,21928.2659574468,56271.6259263127,294262,46,6668.8446601942,32477.9102573362,293871,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,270,2011111.11111111,7407.4074074074,270,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2408022,177517.896431179,191.4434336563,5234.8304347826,28765.2885575113,344999,0,19901.0082644628,54820.7672330927,345201,39,7015.050295858,33629.3827171292,344999,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,183,2967213.1147541,10928.9617486339,183,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,329254,3298.3653957127,12.1486754907,109751.333333333,189622.069929461,328708,159,329254,0,329254,329254,328708,0,328708,328708,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2039217,210027.672386019,221.1633190582,4531.5933333333,27487.4742212863,332844,1,18371.3243243243,53853.3589360391,333075,29,5922.3106508876,31653.8515528789,332844,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,163,3331288.34355828,12269.9386503067,163,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1870703,193102.272247385,202.0630746837,4962.0769230769,26989.3861290765,293416,0,20333.7282608696,53085.5783000696,293952,38,6585.8732394366,31414.1572639755,293416,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,323,1681114.55108359,6191.9504643963,323,0,323,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1913253,223064.069414761,234.6788427877,4270.6540178571,24992.091516517,329889,1,17393.2090909091,49077.1133550844,330304,33,5564.293768546,29110.4472295517,329889,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2551930,425.5602622329,1.5674411132,850643.333333333,1473101.13121582,2551634,66,1275850,1804231.0354586,2551634,66,0,0,0,0,66,0,66,66,2551634,0,2551634,2551634,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1927423,152708.045924532,167.5812730262,5985.7857142857,31278.0216201082,277793,1,22408.5697674419,59566.0994272533,278394,34,8201.0042553192,36925.6577030001,277793,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4995365,543.5038280486,2.0018557203,555040.555555556,1496433.39238204,4537576,129,1248798.5,2196331.54426019,4537576,1992,1248797.25,2222231.82088419,4577881,2292,317841,0,317841,317841,4537576,0,4537576,4537576,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4991985,5848.9759083811,13.0208724586,77999.765625,139979.256345161,494878,5,167682.464285714,173958.557844801,496270,50,142492.028571429,165233.831358594,494878,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4993493,36742.8171021768,46.8609848857,21431.3004291846,145409.502090099,2161615,1,59444.5,239224.54761334,2161763,30,33739.5608108108,182018.016821436,2161775,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4988339,80419.7549525002,92.2150639722,10867.8409586057,46415.3575377925,425733,1,39278.2598425197,83656.72094616,426324,48,14957.1812688822,54727.9504258612,425733,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4833567,106415.40708963,124.5457029974,8042.540765391,28993.0972999106,213781,0,28770.0297619048,51302.2032188374,215643,59,11188.7037037037,34800.9363973837,213781,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4962540,30287.3125455916,41.3094907044,24326.1764705882,69397.5183001165,407247,2,69894.9295774648,106445.714738187,407695,36,36872.3409090909,83864.5650126486,407247,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1607186,184342.695867187,224.6161925253,4464.4055555556,11819.940600597,107594,5,12857.488,17712.1080650133,107737,22,6866.9487179487,14628.4027612381,107949,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,4224082,514.1945634578,1.8939026278,603440.285714286,1201797.93676068,3281985,56,1408027.33333333,1622920.22005098,3281985,461991,1407953.66666667,1623228.48054035,3282267,461695,461991,0,461991,461991,3281985,0,3281985,3281985,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3600325,452.4591529931,1.6665162173,720065,1333715.3235884,3070386,53,1800162.5,1796640.24416256,3070579,529746,1800039.5,1796795.80765442,3070566,529513,193,0,193,193,3070386,0,3070386,3070386,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3111390,133387.007093293,153.6290853927,6522.8301886793,44864.5262103396,724630,0,21022.9054054054,79611.039364943,725166,41,9361.6676829268,53957.514438506,724630,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,312,1740384.61538462,6410.2564102564,312,0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1890176,219888.518317871,243.3635809575,4118.0305010893,24298.7376532311,297049,0,14652.527131783,45263.8182489056,297408,20,5623.8723404255,29200.7982449485,297049,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,403,1347394.54094293,4962.7791563276,403,0,403,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2438612,175300.949884607,198.4735579092,5048.8861283644,32915.3502919816,491818,0,17053.2307692308,59191.1249493564,492759,71,7192.2831858407,39329.0310811679,491818,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,36804,14753.8311053146,54.3419193566,36804,0,36804,36804,36804,0,36804,36804,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,478,1135983.26359833,4184.1004184101,478,0,478,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3247726,132189.414993753,139.1743022656,7201.1662971175,87451.7390117229,1820642,1,29524.7818181818,176157.639662637,1820930,22,9441.6382352941,100690.182021738,1820642,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,193,2813471.50259067,10362.6943005181,193,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2866046,133870.147234204,154.2194368129,6498.970521542,38922.9785355473,509710,2,21388.4029850746,69515.1795916254,515478,62,9365.2483660131,46679.9975910321,509710,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,702581,3091.4584937538,9.9632640222,117096.833333333,185297.848105602,416028,185,351073.5,92992.319900624,416829,285318,233926.666666667,212055.851841757,416213,1198,0,0,0,0,0,0,0,0,AUDIO
