@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {TOR,NONTOR},,,,,,,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
59844887,18,4,11379406,11379337,358352.22754491,418142.153846154,1317980.72265144,1400452.15803369,5.2134779701,1909.0352697967,4,11242048,192427.289389068,963435.019666705,1363299,4208649.28571429,14127351,3919367.73249442,1079974,3148508.35714286,11242048,3460254.13750027,NONTOR
55964982,17,9,35188437,35149142,706030.620253165,847954.272727273,3994099.62596041,4347988.6339799,2.6266424958,914.8935311013,9,35137650,383321.794520548,2940559.05250954,2368851,9259595.83333333,35334176,12900000,1632072,7914681.33333333,35137650,13400000,NONTOR
58969629,22,6,35208950,35022877,691543.4,737120.3625,3858143.81461764,3950758.66210884,2.8319662652,1260.6150193009,6,35022877,355238.728915663,2756993.49662027,2092947,6526255.44444444,35280803,10800000,1252392,5839781.44444444,35022877,11000000,NONTOR
36742476,21,8,24383019,24244301,1220173,1413172.15384615,4626710.09942603,4913886.53335855,1.5785544774,580.0099046129,8,24244301,644604.842105263,3358801.46001823,2762034,12200000,24613894,11200000,2066591,11400000,24244301,11500000,NONTOR
51746159,18,5,26116331,25978548,646217.525,698507.364864865,3199889.22872494,3297109.24821232,3.0147165126,1307.3820609565,5,25978548,333846.187096774,2295949.23660323,1566070,8581026.33333333,26194797,10100000,1197148,7441461.83333333,25978548,9951162.38099817,NONTOR
30077549,20,5,13099598,13090662,489989.442622951,578414.403846154,1841338.88890499,1976847.70558866,3.8234498429,1401.0450120121,5,13047812,263838.149122807,1353099.85664605,2757283,5908297.8,13243650,4307438.95146553,1297996,4754863.6,13047812,4995762.64894241,NONTOR
620945,18,6,156252,183469,31283.1428571429,51745.4166666667,49119.2975337473,65032.495404512,45.0925605327,21336.8333749366,6,138002,22997.962962963,38169.6703598969,-1,0,-1,0,-1,0,-1,0,NONTOR
30058560,29999577,30000507,29999577,30000507,30000000,30000000,0,0,0.1330735737,5.7221636698,58053,29941524,10000000,17300000,29999577,30000000,29999577,0,29941524,29900000,29941524,0,NONTOR
30056129,29999409,30001305,29999409,30001305,30000000,30000000,0,0,0.133084337,10.2474939471,54824,29944585,10000000,17300000,29999409,30000000,29999409,0,29944585,29900000,29944585,0,NONTOR
30059020,29999203,30001775,29999203,30001775,30000000,30000000,0,0,0.1330715373,8.8492572279,57245,29941958,10000000,17300000,29999203,30000000,29999203,0,29941958,29900000,29941958,0,NONTOR
55305153,89979,44534,23816537,23521535,11000000,11000000,11100000,11000000,0.2169779731,22.6922796868,79,23521535,5027741.18181818,8965619.39005566,10581964,18300000,23766506,6884463.99512887,10531933,18200000,23521535,6786247.03152021,NONTOR
59998742,29999272,29999277,29999470,29999277,30000000,30000000,140.003571383,0,0.0833350806,7.033480802,55025,29944440,15000000,17300000,29999272,30000000,29999470,140.003571383,29944247,29900000,29944440,136.4679449541,NONTOR
59998751,29999300,29999239,29999451,29999239,30000000,30000000,106.7684410301,0,0.0833350681,3.6334089688,57471,29941980,15000000,17300000,29999300,30000000,29999451,106.7684410301,29941768,29900000,29941980,149.9033021651,NONTOR
59998916,29999208,29999172,29999708,29999172,30000000,30000000,353.5519763769,0,0.0833348389,5.9834414342,57023,29942685,15000000,17300000,29999208,30000000,29999708,353.5519763769,29942149,29900000,29942685,379.0079154846,NONTOR
59910544,68498,41928,12061989,11927356,3325584.22222222,3503219.23529412,3905767.05741113,3970555.10699313,0.6175874484,51.6603554793,79,11927356,1664181.77777778,3156763.93683385,1212858,5398399.45454545,12274057,3859369.1841859,1032008,5181264.81818182,11927356,3904662.09510934,NONTOR
59939033,29998955,29997650,29998955,29997650,30000000,30000000,0,0,0.0667344767,5.3220745153,57572,29941383,20000000,17300000,29940078,30000000,29998955,41632.3259439105,29940078,29900000,29941383,922.773807604,NONTOR
53965451,80136,34443,19155808,19156077,4144662.07692308,3851105.92857143,6141552.90308969,5990356.56794874,0.5373808513,54.6460734665,69,18984465,1927337.53571429,4550236.46297449,1488138,8963921.33333333,20096341,6855542.50015586,1316693,8610002.33333333,18984465,6598206.71101108,NONTOR
59999418,29999257,29999143,29999257,30000275,30000000,30000000,0,800.4442516503,0.0833341417,3.533367607,57422,29942739,15000000,17300000,29942739,30000000,29999257,39964.2610465901,29941721,29900000,29942739,719.8340086437,NONTOR
59998477,29999187,29998695,29999187,29999782,30000000,30000000,0,768.6244206373,0.0833354487,5.8001472271,54937,29944353,15000000,17300000,29944353,30000000,29999187,38773.4932266877,29943758,29900000,29944353,420.7273463896,NONTOR
59979616,90858,37291,15908948,15908848,4284258.28571429,4268442.28571429,4980057.45735235,5065808.09354626,0.5001699244,51.5175022128,48,15737313,2068262.62068965,3995769.43058902,1545777,7491228.375,15908948,4577798.33995449,1374836,7265224.75,15737313,4607043.33959689,NONTOR
59876863,29999695,29877038,29999695,29999825,30000000,29900000,0,86823.5203357938,0.0835047087,5.1104881697,57271,29942424,15000000,17200000,29819767,29900000,29999695,127228.308921403,29819767,29900000,29942424,86731.5964542335,NONTOR
59999519,29999506,29999420,30000013,29999420,30000000,30000000,358.5017433709,0,0.0833340014,7.0333897177,54803,29945210,15000000,17300000,29999506,30000000,30000013,358.5017433709,29944617,29900000,29945210,419.313128819,NONTOR
59999497,29999497,29999641,30000000,29999641,30000000,30000000,355.6733051552,0,0.083334032,3.633363793,57636,29942220,15000000,17300000,29999497,30000000,30000000,355.6733051552,29941861,29900000,29942220,253.8493647816,NONTOR
178583,-1,-1,-1,-1,0,0,0,0,11.199274287,481.5687943421,178583,178583,178583,0,-1,0,-1,0,-1,0,-1,0,NONTOR
30057237,30000117,30000227,30000117,30000227,30000000,30000000,0,0,0.1330794311,8.8497821673,57010,29943107,10000000,17300000,30000117,30000000,30000117,0,29943107,29900000,29943107,0,NONTOR
59945705,30000140,30000603,30000140,30000603,30000000,30000000,0,0,0.0667270491,5.1379827796,55038,29945565,20000000,17300000,29945565,30000000,30000140,38590.3525702992,29945102,29900000,29945565,327.3889124573,NONTOR
59942524,30000104,29999838,30000104,29999838,30000000,30000000,0,0,0.0667305901,2.8694153753,57418,29942686,20000000,17300000,29942420,30000000,30000104,40788.7475537065,29942420,29900000,29942686,188.0877454807,NONTOR
59368287,90559,37796,11431645,11431717,3115632.94736842,3115562.31578947,3139660.25615593,3139868.24358018,0.6737603866,58.4487135362,107,11381740,1522263.76923077,2619706.26806143,1423241,4933085.5,11568339,2869701.309115,1252013,4673661,11381740,2831306.35464507,NONTOR
30057485,29999982,29991601,29999982,29991601,30000000,30000000,0,0,0.1330783331,8.849709149,57503,29934098,10000000,17200000,29999982,30000000,29999982,0,29934098,29900000,29934098,0,NONTOR
61057081,29999979,1066808,29999979,30000046,30000000,20400000,0,16700000,0.0982687004,4.1272854167,57568,29942411,12200000,16200000,1124443,20400000,29999979,16700000,1066808,20300000,29942411,16700000,NONTOR
52873782,89928,35564,11424275,11414111,2934607.5,2780175.84210526,4028282.40940596,3991651.38143005,0.7376056436,69.1079749128,70,11373242,1391415.31578947,3076435.83649852,1541152,7422155.57142857,11414111,3569439.65971441,1351826,6991429.71428571,11373242,3661192.05963282,NONTOR
59989818,29999973,29987958,29999973,30001860,30000000,30000000,0,9830.1984211917,0.0833474774,5.8009844271,54832,29945141,15000000,17300000,29933126,30000000,29999973,47267.9669913992,29933126,29900000,29945141,8495.8879171044,NONTOR
59999877,29999272,29998883,30000605,29998883,30000000,30000000,942.5728088588,0,0.0833335042,5.9833455992,57021,29943584,15000000,17300000,29999272,30000000,30000605,942.5728088588,29941862,29900000,29943584,1217.6374665721,NONTOR
53395513,133251,44716,23677842,23461940,10600000,8899252.16666667,11100000,10800000,0.2434661504,23.2229251173,59,23461940,4449626.08333333,8568024.71305955,2259214,13300000,23633067,10800000,2087999,13200000,23461940,10800000,NONTOR
59999792,29999169,30000341,30000623,30000341,30000000,30000000,1028.1327735269,0,0.0833336222,7.0333577156,54561,29945780,15000000,17300000,29999169,30000000,30000623,1028.1327735269,29944608,29900000,29945780,828.728544217,NONTOR
57815684,136719,32984,14423907,14373496,3613480.25,3387870.52941176,3870157.12521141,3872990.94976977,0.6053720648,61.4366164033,46,14373450,1700461.29411765,3150062.34320154,1300183,5671520.1,14587686,3734227.07241803,1267143,5434487.9,14373450,3783655.94952985,NONTOR
59998766,30000244,29997975,30000244,30000791,30000000,30000000,0,1991.2124447181,0.0833350473,5.1001048922,56970,29943274,15000000,17300000,29941005,30000000,30000244,41888.2985987734,29941005,29900000,29943274,1604.4249748742,NONTOR
59998671,29999303,29999248,29999303,29999423,30000000,30000000,0,123.7396460315,0.0833351792,5.8001284728,54826,29944542,15000000,17300000,29944542,30000000,29999303,38721.8744316439,29944422,29900000,29944542,84.8469209813,NONTOR
57,-1,-1,-1,-1,0,0,0,0,35087.7192982456,1403508.77192982,57,57,57,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58427821,90485,36578,27731237,27726527,5311620.09090909,5291432.72727273,8301681.87593602,8311408.99286667,0.4107632219,40.0836443995,81,27555023,2540340.04347826,6164165.25848582,2647739,9729601.83333333,27731237,9395678.2949726,2597392,9517833.83333333,27555023,9387928.21299669,NONTOR
59999991,29999346,30000760,30000645,30000760,30000000,30000000,918.5311644141,0,0.0833333458,5.9833342308,57197,29943448,15000000,17300000,29999346,30000000,30000645,918.5311644141,29942034,29900000,29943448,999.8484885221,NONTOR
59999971,29999324,30000255,30000647,30000255,30000000,30000000,935.5017370374,0,0.0833333736,7.0333367328,55711,29944005,15000000,17300000,29999324,30000000,30000647,935.5017370374,29943613,29900000,29944005,277.1840543754,NONTOR
26152891,134663,132028,8048789,8058441,2007917.84615385,2007936.07692308,2653226.35647876,2659076.97075313,1.0706273352,101.6331234662,40864,8007925,968625.592592593,2049115.80960775,1256892,4327855,8651284,3024487.78488097,1039061,3872300.5,8007925,2940248.51566205,NONTOR
59943821,30000738,30000590,30000738,30000590,30000000,30000000,0,0,0.0667291463,4.4374882275,57507,29943231,20000000,17300000,29943083,30000000,30000738,40768.241457046,29943083,29900000,29943231,104.647025758,NONTOR
59945155,29999275,30001423,29999275,30001423,30000000,30000000,0,0,0.0667276613,5.1380299209,55543,29945880,20000000,17300000,29945880,30000000,29999275,37755.9665682128,29943732,29900000,29945880,1518.8650367956,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
39216986,91244,40988,8547669,8548428,1953845.9,1960849.3,2416649.64822426,2434833.36673614,1.070964505,112.9357569702,55,8376709,956511.853658537,1901237.57425832,1391576,3886400.4,8547669,2265674.34631613,1204975,3628307.9,8376709,2347550.11407699,NONTOR
29997673,-1,29997673,-1,29997673,0,30000000,0,0,0.1000077573,5.7671140025,57142,29940531,15000000,21100000,29940531,29900000,29940531,0,29940531,29900000,29940531,0,NONTOR
177771,-1,-1,-1,-1,0,0,0,0,11.2504289226,483.7684436719,177771,177771,177771,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58316400,5,16,5157119,5160313,269983.333333333,246321.372881356,687925.5526311,681666.547279864,7.7851170511,3552.5169592087,5,5107187,128733.774834437,487436.530161774,1383264,2975203.10526316,7347237,1586753.20655032,1032667,2128951.52631579,5107187,1177280.94975427,NONTOR
56412073,19,4,5049123,4860293,232895.747933884,274972.307317073,617922.467366586,631174.056996713,7.9592891401,2844.1429550019,4,4860293,125919.805803571,444854.753053981,1523258,4003564.57142857,8901938,2453149.81312228,1048217,2197022.5,4860293,1207405.55432211,NONTOR
53670309,124917,40989,20649847,20651988,8916771.83333333,8916814.33333334,7821145.32343541,7875670.96363194,0.2608518613,26.6068898541,40,20587091,4128485.30769231,6795933.02829679,9430046,13400000,20651988,5005545.48864902,9260623,13200000,20587091,5063994.1817099,NONTOR
59988832,29989162,29999385,29999670,29999385,30000000,30000000,7430.277989416,0,0.0833488473,7.0346427148,56092,29943293,15000000,17300000,29989162,30000000,29999670,7430.277989416,29933070,29900000,29943293,7228.7525549019,NONTOR
57419828,88358,31524,11659474,11881568,2606708.72727273,2602276.5,3494475.00498131,3521135.99757535,0.8011169939,69.3662823232,65,11659474,1275996.17777778,2711521.78409123,2138912,5707527.3,11849224,3791698.95748359,1317523,5260963.8,11659474,3622275.48052348,NONTOR
59950619,30005646,30001626,30005646,30001626,30000000,30000000,0,0,0.0667215796,5.1375616322,56653,29948993,20000000,17300000,29944973,30000000,30005646,42902.289723277,29944973,29900000,29948993,2842.5690844727,NONTOR
51644689,103822,44947,19195526,19188991,5158076.1,5158528.9,6967051.2381525,6964488.26879056,0.4259876558,43.4507408884,79,19138884,2459270.9047619,5320793.27813798,1520202,10300000,20095556,7279604.21220378,1456274,9971715,19138884,6991051.53729654,NONTOR
59996878,30001750,29996016,30001750,30000862,30000000,30000000,0,3426.6393157145,0.0833376697,5.800301809,55886,29944976,15000000,17300000,29939242,30000000,30001750,44199.8306670965,29939242,29900000,29944976,4054.5501600054,NONTOR
50363821,47387,35436,10634620,10412309,2791843.38888889,2650727.42105263,3658032.37867267,3585277.42866865,0.7743653922,83.7108844462,60,10412309,1325363.71052632,2800075.95745331,1197560,6253141.875,10581691,3275437.45515858,1144850,5919594.75,10412309,3283103.50715823,NONTOR
59996500,29994879,30000359,30001621,30000359,30000000,30000000,4767.3138138788,0,0.0833381947,7.033743635,55522,29944837,15000000,17300000,29994879,30000000,30001621,4767.3138138788,29939357,29900000,29944837,3874.9450318682,NONTOR
172665,-1,-1,-1,-1,0,0,0,0,11.5831233892,498.0743057365,172665,172665,172665,0,-1,0,-1,0,-1,0,-1,0,NONTOR
42350776,91429,36526,7757273,7976783,2646923.5,2632711.5,2449848.25443013,2464973.13882572,0.8028188197,62.8559911157,76,7757273,1283356.84848485,2089072.39151848,1418351,4229347.5,8259172,2126797.61049036,1360283,3963479.2,7757273,2005786.16754558,NONTOR
59999845,29993854,29993869,29993854,30005976,30000000,30000000,0,8560.9417414208,0.0833335486,5.8000149834,55988,29949988,15000000,17300000,29949988,30000000,29993854,31017.9460474094,29937866,29900000,29949988,8571.5483432108,NONTOR
52992953,80165,34451,11379162,11381215,2934652.05555556,2934642.94444444,4042992.76905335,4053443.91927521,0.7170764762,70.2546242328,48,11210287,1432241.97297297,3102499.67498693,1572807,7421676.14285714,11379162,3571522.93188256,1232522,6970563.28571429,11210287,3673314.13740318,NONTOR
30067289,30011470,30010416,30011470,30010416,30000000,30000000,0,0,0.1330349404,10.2436904105,55819,29954597,10000000,17300000,30011470,30000000,30011470,0,29954597,30000000,29954597,0,NONTOR
53653324,94161,30683,23243088,23459504,7664760.57142857,7633250.85714286,10300000,10400000,0.2982107875,29.634697004,39,23243088,3576888.26666667,7810552.10097524,2261782,13400000,23289642,10700000,2200829,13200000,23243088,10700000,NONTOR
30055527,29999663,29999912,29999663,29999912,30000000,30000000,0,0,0.1330870026,10.2476992002,55615,29944048,10000000,17300000,29999663,30000000,29999663,0,29944048,29900000,29944048,0,NONTOR
57591013,82029,27318,14177573,14347106,3024586.26315789,2879550.65,3769604.77550473,3757799.82710979,0.7119166319,73.3447769012,50,14177573,1439775.325,2941157.34534595,1074405,5155911.27272727,14219253,3811970.60370572,1023532,5003304.90909091,14177573,3800417.36228672,NONTOR
59988296,29987087,29987365,30001209,29987365,30000000,30000000,9985.7619138451,0,0.0833495921,7.0347055699,55783,29945148,15000000,17300000,29987087,30000000,30001209,9985.7619138451,29931304,29900000,29945148,9789.1862276698,NONTOR
58167646,88135,38101,31687422,31680405,6437982.77777778,6463071.77777778,10300000,10300000,0.3438337525,37.4263039629,64,31629424,3061455.05263158,7561231.86352427,2619301,11600000,31680405,11700000,2449186,11400000,31629424,11800000,NONTOR
55,-1,-1,-1,-1,0,0,0,0,36363.6363636364,1454545.45454545,55,55,55,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59951248,30006406,30000445,30006406,30000445,30000000,30000000,0,0,0.0667208796,5.1375077296,55603,29950803,20000000,17300000,29944842,30000000,30006406,43532.3218654829,29944842,29900000,29950803,4215.0634040308,NONTOR
26269771,84850,34316,8026385,8026761,1540311.94117647,1535319.35294118,2443793.77029648,2448486.18287082,1.370396415,129.0075958409,66,7857171,750564.885714286,1785555.57490192,1356285,4321795,8272547,2828660.06113527,1016795,3786681,7857171,2862991.17637757,NONTOR
39444689,81055,32333,8588631,8580426,1714986.47826087,1634057.41666667,2346903.99534143,2328816.66856732,1.2422458192,130.8160903487,50,8527892,821764.354166667,1776084.21664723,1421687,3924333.9,8580426,2203870.99139778,1082628,3581031.1,8527892,2394674.93229494,NONTOR
59991396,30000835,29990633,30000835,30000763,30000000,30000000,0,7162.9916236165,0.083345285,5.8008318393,56090,29944673,15000000,17300000,29934471,30000000,30000835,46926.4344160091,29934471,29900000,29944673,7213.9033123546,NONTOR
64,-1,-1,-1,-1,0,0,0,0,31250,1250000,64,64,64,0,-1,0,-1,0,-1,0,-1,0,NONTOR
49039659,59,68,4334113,4334821,1089240,1139858.90697674,1330338.66826371,1337940.04434705,1.835249303,617.0515989926,59,4309785,551007.404494382,1076471.14003084,1803634,3495113.71428571,5766698,1284211.11113411,1170340,2827291.92857143,4309785,943196.465228416,NONTOR
36505,36505,-1,36505,-1,36505,0,0,0,54.7870154773,2191.4806190933,36505,36505,36505,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59707465,42,36,15473429,15449221,877303.602941177,1269827.44680851,2851031.40543566,3367636.18843372,1.9595539687,1090.4331644293,36,15423450,514719.525862069,2211777.96934513,1866042,7437813,15627050,4924564.42396548,1661066,7272933.375,15423450,4928474.13468693,NONTOR
633,633,-1,633,-1,633,0,0,0,3159.5576619273,126382.306477093,633,633,633,0,-1,0,-1,0,-1,0,-1,0,NONTOR
13412,13412,-1,13412,-1,13412,0,0,0,149.1201908738,5964.8076349538,13412,13412,13412,0,-1,0,-1,0,-1,0,-1,0,NONTOR
57496434,54,70,5026686,5027225,1795976.5625,1853918.03225806,1764978.54391136,1758118.45823977,1.1305048936,341.7603255186,54,5002694,898381.78125,1518685.46085875,1273533,2873562.5,5197459,1419278.33600472,1249112,2812554.5,5002694,1426006.99198146,NONTOR
198831,1006,39,75236,106646,44381.3333333333,34725.4,38666.504171354,49473.4633824033,50.2939682444,10330.3810773974,12,65687,22092.3333333333,27991.6326448637,-1,0,-1,0,-1,0,-1,0,NONTOR
48845491,42,17,16031950,16006438,1038191.29787234,1479396.84848485,3238820.27627247,3793709.87115098,1.6787629384,882.926942018,17,15980929,603030.75308642,2500502.90817306,3823292,8107636.5,16183413,5547678.08482476,3755601,7954702.66666667,15980929,5475294.04601536,NONTOR
577,577,-1,577,-1,577,0,0,0,3466.2045060659,138648.180242634,577,577,577,0,-1,0,-1,0,-1,0,-1,0,NONTOR
56090253,56,73,9011146,8998405,2156333.96153846,2242610.68,2201824.31854785,2198135.14662168,0.944905704,299.0002558912,56,8986511,1078658.71153846,1872583.35674252,1883522,3737645.53333333,9011146,1834759.45896308,1858536,3583842.26666667,8986511,1805195.4573717,NONTOR
35409,35409,-1,35409,-1,35409,0,0,0,56.4828151035,2259.3126041402,35409,35409,35409,0,-1,0,-1,0,-1,0,-1,0,NONTOR
52374803,41,22,5490034,5516369,447647.888888889,587917.97752809,1170320.86267849,1327296.24635577,3.9713753195,1420.4922164576,22,5490034,253018.371980676,904627.840046454,1551540,4274463,6022223,1438189.48335901,1336874,3685068.16666667,5490034,1218798.79041481,NONTOR
1022,1022,-1,1022,-1,1022,0,0,0,1956.9471624266,78277.8864970646,1022,1022,1022,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59976649,69,68,15069009,14975894,1874270.28125,1977987.93333333,2650131.51633515,2690492.883982,1.0670819572,320.8415328439,68,14975894,952010.301587302,2079918.38292512,1735479,3296749.5,15001076,2960149.87925605,1294874,3046703.88888889,14975894,3018888.37218046,NONTOR
188135,457,48,75999,97330,41226.3333333333,32584.8,38126.3484854416,45760.6707167847,53.1533207537,9870.5716639647,16,64456,20903.8888888889,26462.1121934004,-1,0,-1,0,-1,0,-1,0,NONTOR
56130606,42,35,9067535,9043838,825450.088235294,1078464.32692308,2191985.48607398,2464061.38667012,2.1735022779,844.530344105,35,9016390,463889.305785124,1682793.36823293,1144929,5599599.9,9219178,2865694.89282497,1038798,5405385.2,9016390,2858317.72328905,NONTOR
59089030,45,91,5006538,5006481,1586939.83783784,1641361.94444444,1844776.93387018,1843302.07218365,1.2692711321,393.5078981665,45,4981821,798500.405405405,1507549.50542065,1390632,3472419.35294118,5330927,1466073.4450984,1364794,3256888.82352941,4981821,1405733.25875505,NONTOR
56584922,65,40,4872034,4898194,416065.602941176,554256.725490196,1037285.29455819,1180735.58314261,4.2414125798,1561.2462980863,40,4872034,236756.9958159,805894.403169881,2355818,4342275.61538462,5734175,1231523.33521375,2223121,3430925.61538462,4872034,876138.466452272,NONTOR
51529123,40,67,12330324,12306202,1471529.45714286,1560753.57575758,2536129.69535658,2582651.53259967,1.3584551012,435.8506159711,40,12305636,746798.884057971,1931954.24743388,1216256,3941145.61538462,12400123,3053471.91706875,1112194,3727556.30769231,12305636,3034403.49620344,NONTOR
