@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V

@attribute duration numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute max_fiat numeric
@attribute max_biat numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute std_fiat numeric
@attribute std_biat numeric
@attribute flowPktsPerSecond numeric
@attribute flowBytesPerSecond numeric
@attribute min_flowiat numeric
@attribute max_flowiat numeric
@attribute mean_flowiat numeric
@attribute std_flowiat numeric
@attribute min_active numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute min_idle numeric
@attribute mean_idle numeric
@attribute max_idle numeric
@attribute std_idle numeric
@attribute class1 {TOR,NONTOR}

@data
109,-1,109,-1,109,0,109,0,0,18348.623853,1238532.110092,109,109,109,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59242286,3,33,58686492,58652216,832042.478873,1441328.170732,6964213.596688,9158286.459045,1.924301,1522.696136,3,58523374,524268.017699,5504886.728456,58877455,58900000,58877455,0,58523374,58500000,58523374,0,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
168383,-1,-1,-1,-1,0,0,0,0,11.877684,510.740395,168383,168383,168383,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58896781,11,84,1734572,1913011,439528.216418,501455.564103,510692.5985,615651.433426,4.295651,1312.907067,11,1734572,233717.384921,416790.703824,2001443,2003056.896552,2006026,1077.868195,1157023,1348368.137931,1734572,139281.178313,NONTOR
13701534,11,103,1925562,2002850,409822.727273,488315.142857,544426.769048,628152.170162,4.598025,1301.898021,11,1925562,220992.483871,431033.776266,1502318,1919898.333333,2506734,377703.572444,1082407,1382100.333333,1925562,356412.530717,NONTOR
59853498,10,68,14919520,14920320,1012454.79661,678805.204545,2782740.798519,2319718.198082,2.489412,417.586287,10,14800497,404415.527027,1791394.088322,1156128,6605711.111111,15226094,5403832.02667,1004434,5697737,14800497,5021380.151837,NONTOR
1075,1075,-1,1075,-1,1075,0,0,0,1860.465116,74418.604651,1075,1075,1075,0,-1,0,-1,0,-1,0,-1,0,NONTOR
318608,9,47,157184,160764,7996.55,14273.142857,35118.075269,43314.362744,112.991513,78444.357957,9,158677,9103.085714,33284.641101,-1,0,-1,0,-1,0,-1,0,NONTOR
41921580,6,29,41434431,41435509,949145.227273,1548190,6245417.95362,7971651.040412,1.741347,1195.923436,6,41315796,582244.166667,4868201.93045,41607843,41600000,41607843,0,41315796,41300000,41315796,0,NONTOR
465769,1759,73,173733,181458,102202.333333,69416,89558.477482,93188.305534,21.46987,6041.62149,28,159162,51752.111111,66187.47176,-1,0,-1,0,-1,0,-1,0,NONTOR
58105845,21,42,4854786,4855288,651545.707865,414187.028571,1260873.156697,1046786.240583,3.975504,603.983988,18,4736705,252634.108696,810546.169198,2238519,4427619.076923,7692563,1585359.360108,1288149,3339117.307692,4736705,1172836.769947,NONTOR
55579610,5,33,54528411,54489686,880342.238095,1289781.348837,6868145.7568,8306196.58218,1.943159,1394.918028,5,54369799,519435.607477,5255124.680162,55170876,55200000,55170876,0,54369799,54400000,54369799,0,NONTOR
312986,7,46,152292,160013,8583.611111,13819,35866.65335,42950.107337,108.631057,65766.519908,7,158481,9484.424242,34169.056041,-1,0,-1,0,-1,0,-1,0,NONTOR
59894877,17,68,6821603,6806538,622666.916667,398469.24,1304460.329906,1079355.046638,4.140588,684.899979,17,6687681,242489.380567,834512.865636,1701857,4549478.846154,8676254,1983453.417201,1030064,3387873,6687681,1637249.813063,NONTOR
59672895,5,46,59213498,59173425,1608518.972973,2205680.296296,9733321.021782,11400000,1.10603,734.219448,5,59053927,918044.538462,7323617.975454,59363869,59400000,59363869,0,59053927,59100000,59053927,0,NONTOR
101,-1,101,-1,101,0,101,0,0,19801.980198,1336633.663366,101,101,101,0,-1,0,-1,0,-1,0,-1,0,NONTOR
312475,7,41,148810,162488,6162.96,12067.3125,29729.407195,40732.894634,137.611009,96106.888551,7,158401,7439.880952,30282.046734,-1,0,-1,0,-1,0,-1,0,NONTOR
765908,1855,86,122599,151012,71717.888889,64623.3,47751.693268,66806.901931,27.418437,4632.410159,35,122534,38295.4,50940.608496,-1,0,-1,0,-1,0,-1,0,NONTOR
625164,18846,112,271617,324416,155232.666667,101046.2,127567.098477,146602.726206,15.995803,3747.816573,44,271183,69462.666667,95602.55984,-1,0,-1,0,-1,0,-1,0,NONTOR
59954405,5,0,20407734,20422190,768646.217949,490316.172131,2790958.180235,2267055.50944,3.369227,1327.241927,0,20367884,298280.621891,1768380.356891,2895236,8267539.428571,21890282,6928127.688978,2156366,7158601.285714,20367884,6852152.922091,NONTOR
30064458,5,0,7549229,7732271,626061.645833,461774.061538,1488883.363686,1327079.37136,3.825115,1531.842018,0,7549229,263723.315789,1007175.264774,2011190,4952574,7891325,1953261.43988,1287369,4084788.833333,7549229,2063988.422044,NONTOR
59999102,29999130,29998932,29999972,29998932,30000000,30000000,595.38307,0,0.083335,3.633388,170375,29829597,15000000,17100000,29999130,30000000,29999972,595.38307,29828557,29800000,29829597,735.390373,NONTOR
59999414,59999414,-1,59999414,-1,60000000,0,0,0,0.05,2.200021,172564,59826850,30000000,42200000,59999414,60000000,59999414,0,59826850,59800000,59826850,0,NONTOR
59999770,60174,68704,37556169,37772468,12000000,12000000,15300000,15400000,0.200001,18.983406,63,37556169,5454524.545455,11500000,10702881,19900000,37606427,15300000,10652374,19800000,37556169,15400000,NONTOR
55865965,10699455,10700773,29998948,29999157,18600000,18600000,10100000,10100000,0.1432,7.303194,166097,29832555,7980852.142857,11400000,10699455,18600000,29998948,10100000,10533358,18400000,29832555,10100000,NONTOR
50111541,89564,42596,21523940,21524628,5562318,5562231.444444,7510987.372081,7518219.503665,0.39911,37.356664,68,21358154,2637449.526316,5706786.057982,1215004,8343347.166667,21523940,7953405.179654,1047877,8166463.166667,21358154,7976168.526594,NONTOR
30000727,-1,30000727,-1,30000727,0,30000000,0,0,0.099998,4.199898,171281,29829446,15000000,21000000,29829446,29800000,29829446,0,29829446,29800000,29829446,0,NONTOR
59149670,7,32,13028839,12844742,527676.366071,664539.876404,1780537.582922,1938013.156215,3.431972,1178.197613,7,12844742,292820.148515,1321928.330009,2474808,5889387.9,13037586,3239996.357111,1989744,5018171.5,12844742,3572869.51123,NONTOR
45475436,9,37,12330321,12375305,390437.767241,541374.238095,1401394.381916,1605325.441029,4.441959,1474.092519,9,12330307,226245.950249,1064637.852802,1519394,4513479.9,12711692,3091747.287832,1126593,3747875.6,12330307,3249550.553051,NONTOR
44516195,8,51,8103187,8059675,301577.312925,419964.103774,1049422.627722,1187992.810071,5.728252,2033.327422,8,8052360,175260.610236,790948.535468,1739865,3847163.818182,8685079,2085873.561071,1036917,3289696.090909,8052360,2136007.982264,NONTOR
13543088,47,17,4893161,4943355,306657.954545,436042.580645,987976.806035,1175448.447819,5.685557,3071.677597,17,4893161,178198.526316,763024.507666,1239141,3356488.25,5067745,1970854.985437,1125362,3023624.25,4893161,1741823.262357,NONTOR
102189,774,15226,71721,29071,34063,22148.5,35674.715451,9789.893334,68.500524,45885.564983,774,30676,17031.5,12723.134853,-1,0,-1,0,-1,0,-1,0,NONTOR
20630417,44,22797,20452741,20497634,2947202.428571,5144382.25,7719260.810587,10200000,0.630138,375.901272,44,20449356,1719201.416667,5898488.746901,20556953,20600000,20556953,0,20449356,20400000,20449356,0,NONTOR
55984112,53,12165,9167869,9143469,433591.775194,601441.258065,1284396.187599,1473473.488495,4.001135,1340.219525,37,9117313,251049.829596,987054.245842,3308215,6046356.666667,10499200,2764845.652372,1374991,4417970.777778,9117313,2507633.609266,NONTOR
56600564,50,21346,14134319,14096417,681342.891566,992718.649123,2157233.241615,2540926.27993,2.508809,868.948938,50,14084270,401422.439716,1673733.522555,1847433,7022743.875,17859455,5391456.08263,1456544,5749821.375,14084270,4575171.166578,NONTOR
52054399,10,51,11521129,11703551,619695.22619,451496.330435,1894581.703611,1679410.049688,3.861345,1178.190531,10,11521129,260271.995,1260980.867629,1976414,5696721.888889,12011836,3549132.868833,1019518,4863066.555556,11521129,3797575.304721,NONTOR
59953909,51,8484,17646721,17610711,487430.154472,687024.873563,1884850.925333,2206767.870608,3.53605,1175.86995,29,17596901,284141.748815,1447860.027033,1233399,6491985.666667,18923831,5342555.618575,1036366,4962298.666667,17596901,5374415.454931,NONTOR
55511714,9,43,8503800,8685924,474459.094017,348298.308176,1272334.680669,1155128.000841,5.007952,1549.781007,9,8503800,200403.299639,857194.295936,1667660,4208179.846154,9141740,2076777.39292,1123626,3397113,8503800,2251704.208774,NONTOR
59929260,48,4420,27328363,27278229,1032118.258621,1393698.697674,4012840.471225,4604579.575552,1.718693,424.266877,33,27278051,587541.764706,3048455.468083,1598017,9976967,27468342,9236846.525231,1354228,9281913.666667,27278051,9545782.138032,NONTOR
16991150,10,46,5196023,5329041,369372.826087,266787.126984,899781.496014,823510.302128,6.532813,1966.965155,10,5196023,154465,604195.593757,1627393,3321949.2,5971750,1626283.557364,1095055,2440172.4,5196023,1677935.362574,NONTOR
56062850,1,57,5013333,5012512,1751173.5,1932364.931034,1900214.325141,1904489.786588,1.123739,340.956623,1,4988111,904239.516129,1602574.123904,1117372,3502347,5196582,1540266.586258,1092761,3245684.3125,4988111,1555310.801121,NONTOR
56090111,2,75,11771422,11758311,2242624.56,2336037.125,3006758.968643,3029734.20688,0.909251,295.738406,2,11746013,1121802.22,2377684.268566,3244895,5552727.5,12049410,2440524.139167,3095201,5365603.7,11746013,2387879.57893,NONTOR
57554309,42,0,14402911,14452955,564257.931373,821490.085714,1974022.382412,2357459.492799,3.023232,1323.775775,0,14402911,332683.867052,1536696.08669,1209535,5142547.272727,14470281,4104778.628794,1014378,4710030.909091,14402911,4233384.27344,NONTOR
59720951,45,0,4688318,4738422,333636.597765,452048.030303,887507.039738,1023890.228571,5.241042,2112.642178,0,4688318,191413.304487,689613.842682,1731120,3311166,5809365,1396797.679416,1288010,2770465.055556,4688318,1048140.042662,NONTOR
59990112,1,67,9240222,9239507,1427721.142857,1462571.463415,2047153.911753,2059958.930375,1.4169,448.15719,1,9214433,714168,1597278.730406,1252688,4241166.428571,9998382,2284840.57041,1199254,3731779.285714,9214433,2077816.407659,NONTOR
30179637,30005668,30005756,30005668,30005756,30000000,30000000,0,0,0.13254,5.699207,173881,29831787,10100000,17100000,30005668,30000000,30005668,0,29831787,29800000,29831787,0,NONTOR
44208690,102367,42080,25242163,25241955,8841738,7339323.833333,11100000,10600000,0.29406,34.065701,48,25069464,3684057.5,8031857.122647,3597916,14700000,25242163,10800000,3253410,14500000,25069464,10900000,NONTOR
33210438,387,19899,7009057,7069556,1657626.7,1657587.35,2122129.07344,2125807.591531,1.264663,145.917979,43,7009057,810010.682927,1670415.93979,2138170,4143968.375,7126840,1875280.732897,1812646,3755554.625,7009057,1863778.203086,NONTOR
59999879,29999253,30000208,30000626,30000208,30000000,30000000,970.857096,0,0.083334,3.633341,171921,29828287,15000000,17100000,29999253,30000000,30000626,970.857096,29827332,29800000,29828287,675.286236,NONTOR
59999739,29999273,29999340,29999273,30000399,30000000,30000000,0,748.825414,0.083334,3.533349,171358,29829041,15000000,17100000,29829041,29900000,29999273,120372.201571,29827915,29800000,29829041,796.201608,NONTOR
54438034,463,57648,17743241,17744088,3201026.176471,3201059.588235,4588549.843831,4580243.083336,0.661302,73.45967,38,17723220,1555372.4,3528037.984452,1044909,6004607.444444,17743241,5002953.067158,1024523,5763346.777778,17723220,5096121.190298,NONTOR
59999778,29999248,30001534,30000530,30001534,30000000,30000000,906.510342,0,0.083334,3.633347,171864,29828666,15000000,17100000,29999248,30000000,30000530,906.510342,29826380,29800000,29828666,1616.445792,NONTOR
59828112,30000149,30000315,30000149,30000315,30000000,30000000,0,0,0.066858,2.874903,172352,29827963,19900000,17100000,29827963,29900000,30000149,121753.888221,29827797,29800000,29827963,117.375466,NONTOR
33263042,10893276,10971921,22290825,22291121,16600000,16600000,8059284.186806,8003883.077607,0.18038,14.881381,20978,22233158,6652608.4,9895679.730508,10950943,16600000,22291121,8018716.763662,10893276,16600000,22233158,8018507.460055,NONTOR
57192,-1,-1,-1,-1,0,0,0,0,34.969926,1503.706812,57192,57192,57192,0,-1,0,-1,0,-1,0,-1,0,NONTOR
29999391,-1,29999391,-1,29999391,0,30000000,0,0,0.100002,4.200085,172761,29826630,15000000,21000000,29826630,29800000,29826630,0,29826630,29800000,29826630,0,NONTOR
51573212,19905,81,31421908,31421758,5149839.9,5157321.2,9493006.314043,9492521.244525,0.426578,57.103288,34,31366851,2455867.238095,6874164.234164,2548484,8586391.166667,31421908,11300000,2435577,8521238.166667,31366851,11300000,NONTOR
56251693,68,49,5033368,5007996,2162544.461538,2008055.714286,2225945.191396,2210856.544563,0.995526,365.393447,49,5007596,1022758.054545,1850284.885473,1325616,4016154,5614516,1518170.877833,1138240,3887068.071429,5007596,1529550.521547,NONTOR
59579595,107,48,5012224,5012306,2382147.36,2382138.56,2264130.998422,2263470.138603,0.872782,288.806931,48,4987380,1168227.352941,1962341.713197,1187753,3970245.6,5471380,1582375.244089,1162419,3877239.266667,4987380,1611576.369734,NONTOR
57441763,39,20,8487614,8463338,396150.089655,526513.770642,1129076.014741,1284270.40701,4.456688,2151.187456,20,8437066,225261.815686,867624.071437,1239208,3583077.9375,8546533,2041761.081808,1107964,3045739.5,8437066,1871286.911825,NONTOR
29890,29890,-1,29890,-1,29890,0,0,0,100.368016,94379.391101,2023,27867,14945,18274.467626,-1,0,-1,0,-1,0,-1,0,NONTOR
27803361,42762,1876,17231049,17231000,3971908.714286,3961162.857143,6099473.690232,6103548.811055,0.57547,77.580549,36,17176037,1853557.4,4468038.197736,3041826,6945673.25,17231049,6868500.020648,2978071,6874031,17176037,6879899.335306,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
134096,134096,90,134096,90,134096,90,0,0,29.829376,2408.72211,90,133888,44698.666667,77240.229679,-1,0,-1,0,-1,0,-1,0,NONTOR
59996887,29996843,29999359,30000044,29999359,30000000,30000000,2263.448586,0,0.083338,3.633522,172005,29827354,15000000,17100000,29996843,30000000,30000044,2263.448586,29824838,29800000,29827354,1779.08038,NONTOR
59992649,29999351,29993726,29999351,29998923,30000000,30000000,0,3674.833806,0.083344,3.533766,172309,29826614,15000000,17100000,29820989,29900000,29999351,126120.979702,29820989,29800000,29826614,3977.475518,NONTOR
59996450,29994630,29994845,29994630,30001605,30000000,30000000,0,4780.041736,0.083338,3.533542,172416,29829189,15000000,17100000,29829189,29900000,29994630,116984.452982,29822214,29800000,29829189,4932.069697,NONTOR
59996260,29994265,29993788,29994265,30002472,30000000,30000000,0,6140.515206,0.083339,3.533554,172399,29829596,15000000,17100000,29829596,29900000,29994265,116438.566547,29821389,29800000,29829596,5803.225267,NONTOR
59989828,29990281,29991828,29999547,29991828,30000000,30000000,6552.051358,0,0.083347,3.633949,171975,29819853,15000000,17100000,29990281,30000000,29999547,6552.051358,29818306,29800000,29819853,1093.893733,NONTOR
30172511,30000179,30000118,30000179,30000118,30000000,30000000,0,0,0.132571,5.700553,172332,29827786,10100000,17100000,30000179,30000000,30000179,0,29827786,29800000,29827786,0,NONTOR
30002202,29946555,30002202,29946555,30002202,29900000,30000000,0,0,0.133324,7.799428,55,29946555,10000000,17300000,29946610,29900000,29946610,0,29946555,29900000,29946555,0,NONTOR
181539,181539,-1,181539,-1,181539,0,0,0,16.525375,2991.092823,50029,131510,90769.5,57615.767629,-1,0,-1,0,-1,0,-1,0,NONTOR
350824,168710,130,182114,129032,175412,64581,9478.059242,91147.478303,17.102593,1895.537363,52,168658,70164.8,76281.238171,-1,0,-1,0,-1,0,-1,0,NONTOR
57533880,3833,7,14043353,14044637,1554969.72973,1359168.785714,3260261.135529,3071264.301537,1.407866,250.826122,7,13994023,719173.5,2283079.502526,1918503,7153179.375,16072879,5557785.262353,1472547,6076690.875,13994023,4706564.300812,NONTOR
59628699,95,50826,7002334,6852101,992964.3,1354046.795455,1325706.107162,1531323.011251,1.777667,749.001752,37,6852101,567892.371429,1094069.067905,1868588,3723616.125,6902578,1623121.461296,1147366,2578695.3125,6852101,1704620.368098,NONTOR
59997807,179539,-1,59818268,-1,30000000,0,42200000,0,0.066669,10.467049,50124,59818268,20000000,34500000,59997807,60000000,59997807,0,59818268,59800000,59818268,0,NONTOR
