@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement

@attribute duration numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute max_fiat numeric
@attribute max_biat numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute std_fiat numeric
@attribute std_biat numeric
@attribute flowPktsPerSecond numeric
@attribute flowBytesPerSecond numeric
@attribute min_flowiat numeric
@attribute max_flowiat numeric
@attribute mean_flowiat numeric
@attribute std_flowiat numeric
@attribute min_active numeric
@attribute mean_active numeric
@attribute max_active numeric
@attribute std_active numeric
@attribute min_idle numeric
@attribute mean_idle numeric
@attribute max_idle numeric
@attribute std_idle numeric
@attribute class1 {TOR,NONTOR}

@data
59876863,29999695,29877038,29999695,29999825,30000000,29900000,0,86823.520336,0.083505,5.110488,57271,29942424,15000000,17200000,29819767,29900000,29999695,127228.308921,29819767,29900000,29942424,86731.596454,NONTOR
59999519,29999506,29999420,30000013,29999420,30000000,30000000,358.501743,0,0.083334,7.03339,54803,29945210,15000000,17300000,29999506,30000000,30000013,358.501743,29944617,29900000,29945210,419.313129,NONTOR
59999497,29999497,29999641,30000000,29999641,30000000,30000000,355.673305,0,0.083334,3.633364,57636,29942220,15000000,17300000,29999497,30000000,30000000,355.673305,29941861,29900000,29942220,253.849365,NONTOR
178583,-1,-1,-1,-1,0,0,0,0,11.199274,481.568794,178583,178583,178583,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59945705,30000140,30000603,30000140,30000603,30000000,30000000,0,0,0.066727,5.137983,55038,29945565,20000000,17300000,29945565,30000000,30000140,38590.35257,29945102,29900000,29945565,327.388912,NONTOR
59942524,30000104,29999838,30000104,29999838,30000000,30000000,0,0,0.066731,2.869415,57418,29942686,20000000,17300000,29942420,30000000,30000104,40788.747554,29942420,29900000,29942686,188.087745,NONTOR
30057485,29999982,29991601,29999982,29991601,30000000,30000000,0,0,0.133078,8.849709,57503,29934098,10000000,17200000,29999982,30000000,29999982,0,29934098,29900000,29934098,0,NONTOR
61057081,29999979,1066808,29999979,30000046,30000000,20400000,0,16700000,0.098269,4.127285,57568,29942411,12200000,16200000,1124443,20400000,29999979,16700000,1066808,20300000,29942411,16700000,NONTOR
52873782,89928,35564,11424275,11414111,2934607.5,2780175.842105,4028282.409406,3991651.38143,0.737606,69.107975,70,11373242,1391415.315789,3076435.836499,1541152,7422155.571429,11414111,3569439.659714,1351826,6991429.714286,11373242,3661192.059633,NONTOR
59989818,29999973,29987958,29999973,30001860,30000000,30000000,0,9830.198421,0.083347,5.800984,54832,29945141,15000000,17300000,29933126,30000000,29999973,47267.966991,29933126,29900000,29945141,8495.887917,NONTOR
53395513,133251,44716,23677842,23461940,10600000,8899252.166667,11100000,10800000,0.243466,23.222925,59,23461940,4449626.083333,8568024.71306,2259214,13300000,23633067,10800000,2087999,13200000,23461940,10800000,NONTOR
59999792,29999169,30000341,30000623,30000341,30000000,30000000,1028.132774,0,0.083334,7.033358,54561,29945780,15000000,17300000,29999169,30000000,30000623,1028.132774,29944608,29900000,29945780,828.728544,NONTOR
57815684,136719,32984,14423907,14373496,3613480.25,3387870.529412,3870157.125211,3872990.94977,0.605372,61.436616,46,14373450,1700461.294118,3150062.343202,1300183,5671520.1,14587686,3734227.072418,1267143,5434487.9,14373450,3783655.94953,NONTOR
59998766,30000244,29997975,30000244,30000791,30000000,30000000,0,1991.212445,0.083335,5.100105,56970,29943274,15000000,17300000,29941005,30000000,30000244,41888.298599,29941005,29900000,29943274,1604.424975,NONTOR
57,-1,-1,-1,-1,0,0,0,0,35087.719298,1403508.77193,57,57,57,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58427821,90485,36578,27731237,27726527,5311620.090909,5291432.727273,8301681.875936,8311408.992867,0.410763,40.083644,81,27555023,2540340.043478,6164165.258486,2647739,9729601.833333,27731237,9395678.294973,2597392,9517833.833333,27555023,9387928.212997,NONTOR
59999991,29999346,30000760,30000645,30000760,30000000,30000000,918.531164,0,0.083333,5.983334,57197,29943448,15000000,17300000,29999346,30000000,30000645,918.531164,29942034,29900000,29943448,999.848489,NONTOR
59999971,29999324,30000255,30000647,30000255,30000000,30000000,935.501737,0,0.083333,7.033337,55711,29944005,15000000,17300000,29999324,30000000,30000647,935.501737,29943613,29900000,29944005,277.184054,NONTOR
26152891,134663,132028,8048789,8058441,2007917.846154,2007936.076923,2653226.356479,2659076.970753,1.070627,101.633123,40864,8007925,968625.592593,2049115.809608,1256892,4327855,8651284,3024487.784881,1039061,3872300.5,8007925,2940248.515662,NONTOR
59945155,29999275,30001423,29999275,30001423,30000000,30000000,0,0,0.066728,5.13803,55543,29945880,20000000,17300000,29945880,30000000,29999275,37755.966568,29943732,29900000,29945880,1518.865037,NONTOR
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,NONTOR
39216986,91244,40988,8547669,8548428,1953845.9,1960849.3,2416649.648224,2434833.366736,1.070965,112.935757,55,8376709,956511.853659,1901237.574258,1391576,3886400.4,8547669,2265674.346316,1204975,3628307.9,8376709,2347550.114077,NONTOR
29997673,-1,29997673,-1,29997673,0,30000000,0,0,0.100008,5.767114,57142,29940531,15000000,21100000,29940531,29900000,29940531,0,29940531,29900000,29940531,0,NONTOR
177771,-1,-1,-1,-1,0,0,0,0,11.250429,483.768444,177771,177771,177771,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58316400,5,16,5157119,5160313,269983.333333,246321.372881,687925.552631,681666.54728,7.785117,3552.516959,5,5107187,128733.774834,487436.530162,1383264,2975203.105263,7347237,1586753.20655,1032667,2128951.526316,5107187,1177280.949754,NONTOR
56412073,19,4,5049123,4860293,232895.747934,274972.307317,617922.467367,631174.056997,7.959289,2844.142955,4,4860293,125919.805804,444854.753054,1523258,4003564.571429,8901938,2453149.813122,1048217,2197022.5,4860293,1207405.554322,NONTOR
53670309,124917,40989,20649847,20651988,8916771.833333,8916814.333333,7821145.323435,7875670.963632,0.260852,26.60689,40,20587091,4128485.307692,6795933.028297,9430046,13400000,20651988,5005545.488649,9260623,13200000,20587091,5063994.18171,NONTOR
59988832,29989162,29999385,29999670,29999385,30000000,30000000,7430.277989,0,0.083349,7.034643,56092,29943293,15000000,17300000,29989162,30000000,29999670,7430.277989,29933070,29900000,29943293,7228.752555,NONTOR
57419828,88358,31524,11659474,11881568,2606708.727273,2602276.5,3494475.004981,3521135.997575,0.801117,69.366282,65,11659474,1275996.177778,2711521.784091,2138912,5707527.3,11849224,3791698.957484,1317523,5260963.8,11659474,3622275.480523,NONTOR
59950619,30005646,30001626,30005646,30001626,30000000,30000000,0,0,0.066722,5.137562,56653,29948993,20000000,17300000,29944973,30000000,30005646,42902.289723,29944973,29900000,29948993,2842.569084,NONTOR
51644689,103822,44947,19195526,19188991,5158076.1,5158528.9,6967051.238153,6964488.268791,0.425988,43.450741,79,19138884,2459270.904762,5320793.278138,1520202,10300000,20095556,7279604.212204,1456274,9971715,19138884,6991051.537297,NONTOR
59996500,29994879,30000359,30001621,30000359,30000000,30000000,4767.313814,0,0.083338,7.033744,55522,29944837,15000000,17300000,29994879,30000000,30001621,4767.313814,29939357,29900000,29944837,3874.945032,NONTOR
30067289,30011470,30010416,30011470,30010416,30000000,30000000,0,0,0.133035,10.24369,55819,29954597,10000000,17300000,30011470,30000000,30011470,0,29954597,30000000,29954597,0,NONTOR
53653324,94161,30683,23243088,23459504,7664760.571429,7633250.857143,10300000,10400000,0.298211,29.634697,39,23243088,3576888.266667,7810552.100975,2261782,13400000,23289642,10700000,2200829,13200000,23243088,10700000,NONTOR
30055527,29999663,29999912,29999663,29999912,30000000,30000000,0,0,0.133087,10.247699,55615,29944048,10000000,17300000,29999663,30000000,29999663,0,29944048,29900000,29944048,0,NONTOR
57591013,82029,27318,14177573,14347106,3024586.263158,2879550.65,3769604.775505,3757799.82711,0.711917,73.344777,50,14177573,1439775.325,2941157.345346,1074405,5155911.272727,14219253,3811970.603706,1023532,5003304.909091,14177573,3800417.362287,NONTOR
59988296,29987087,29987365,30001209,29987365,30000000,30000000,9985.761914,0,0.08335,7.034706,55783,29945148,15000000,17300000,29987087,30000000,30001209,9985.761914,29931304,29900000,29945148,9789.186228,NONTOR
58167646,88135,38101,31687422,31680405,6437982.777778,6463071.777778,10300000,10300000,0.343834,37.426304,64,31629424,3061455.052632,7561231.863524,2619301,11600000,31680405,11700000,2449186,11400000,31629424,11800000,NONTOR
55,-1,-1,-1,-1,0,0,0,0,36363.636364,1454545.454545,55,55,55,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59951248,30006406,30000445,30006406,30000445,30000000,30000000,0,0,0.066721,5.137508,55603,29950803,20000000,17300000,29944842,30000000,30006406,43532.321865,29944842,29900000,29950803,4215.063404,NONTOR
26269771,84850,34316,8026385,8026761,1540311.941176,1535319.352941,2443793.770296,2448486.182871,1.370396,129.007596,66,7857171,750564.885714,1785555.574902,1356285,4321795,8272547,2828660.061135,1016795,3786681,7857171,2862991.176378,NONTOR
39444689,81055,32333,8588631,8580426,1714986.478261,1634057.416667,2346903.995341,2328816.668567,1.242246,130.81609,50,8527892,821764.354167,1776084.216647,1421687,3924333.9,8580426,2203870.991398,1082628,3581031.1,8527892,2394674.932295,NONTOR
64,-1,-1,-1,-1,0,0,0,0,31250,1250000,64,64,64,0,-1,0,-1,0,-1,0,-1,0,NONTOR
49039659,59,68,4334113,4334821,1089240,1139858.906977,1330338.668264,1337940.044347,1.835249,617.051599,59,4309785,551007.404494,1076471.140031,1803634,3495113.714286,5766698,1284211.111134,1170340,2827291.928571,4309785,943196.465228,NONTOR
36505,36505,-1,36505,-1,36505,0,0,0,54.787015,2191.480619,36505,36505,36505,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59707465,42,36,15473429,15449221,877303.602941,1269827.446809,2851031.405436,3367636.188434,1.959554,1090.433164,36,15423450,514719.525862,2211777.969345,1866042,7437813,15627050,4924564.423965,1661066,7272933.375,15423450,4928474.134687,NONTOR
633,633,-1,633,-1,633,0,0,0,3159.557662,126382.306477,633,633,633,0,-1,0,-1,0,-1,0,-1,0,NONTOR
198831,1006,39,75236,106646,44381.333333,34725.4,38666.504171,49473.463382,50.293968,10330.381077,12,65687,22092.333333,27991.632645,-1,0,-1,0,-1,0,-1,0,NONTOR
48845491,42,17,16031950,16006438,1038191.297872,1479396.848485,3238820.276272,3793709.871151,1.678763,882.926942,17,15980929,603030.753086,2500502.908173,3823292,8107636.5,16183413,5547678.084825,3755601,7954702.666667,15980929,5475294.046015,NONTOR
577,577,-1,577,-1,577,0,0,0,3466.204506,138648.180243,577,577,577,0,-1,0,-1,0,-1,0,-1,0,NONTOR
56090253,56,73,9011146,8998405,2156333.961538,2242610.68,2201824.318548,2198135.146622,0.944906,299.000256,56,8986511,1078658.711538,1872583.356743,1883522,3737645.533333,9011146,1834759.458963,1858536,3583842.266667,8986511,1805195.457372,NONTOR
1022,1022,-1,1022,-1,1022,0,0,0,1956.947162,78277.886497,1022,1022,1022,0,-1,0,-1,0,-1,0,-1,0,NONTOR
59976649,69,68,15069009,14975894,1874270.28125,1977987.933333,2650131.516335,2690492.883982,1.067082,320.841533,68,14975894,952010.301587,2079918.382925,1735479,3296749.5,15001076,2960149.879256,1294874,3046703.888889,14975894,3018888.37218,NONTOR
188135,457,48,75999,97330,41226.333333,32584.8,38126.348485,45760.670717,53.153321,9870.571664,16,64456,20903.888889,26462.112193,-1,0,-1,0,-1,0,-1,0,NONTOR
56130606,42,35,9067535,9043838,825450.088235,1078464.326923,2191985.486074,2464061.38667,2.173502,844.530344,35,9016390,463889.305785,1682793.368233,1144929,5599599.9,9219178,2865694.892825,1038798,5405385.2,9016390,2858317.723289,NONTOR
56584922,65,40,4872034,4898194,416065.602941,554256.72549,1037285.294558,1180735.583143,4.241413,1561.246298,40,4872034,236756.995816,805894.40317,2355818,4342275.615385,5734175,1231523.335214,2223121,3430925.615385,4872034,876138.466452,NONTOR
51529123,40,67,12330324,12306202,1471529.457143,1560753.575758,2536129.695357,2582651.5326,1.358455,435.850616,40,12305636,746798.884058,1931954.247434,1216256,3941145.615385,12400123,3053471.917069,1112194,3727556.307692,12305636,3034403.496203,NONTOR
186729,962,59,74655,95423,40632,32315.6,37169.624944,45305.444839,53.553546,10089.487975,21,64833,20747.666667,26269.651004,-1,0,-1,0,-1,0,-1,0,NONTOR
58650908,40,11,15728685,15704200,586509.08,802748.767123,2149930.908356,2493136.618584,2.983756,1239.349952,11,15678577,337074.183908,1648789.781738,1132637,5320862,16350400,4904282.491395,1000505,4787902.363636,15678577,4862059.660846,NONTOR
179945,3918,180,31806,64954,23011.4,25512,10937.993123,24023.628489,72.244297,8380.338437,66,64888,14995.416667,20334.464818,-1,0,-1,0,-1,0,-1,0,NONTOR
235363,25355,163,65893,91405,34043.4,35016.833333,17832.434187,36511.012744,55.23383,7091.174059,73,65893,19613.583333,24413.979568,-1,0,-1,0,-1,0,-1,0,NONTOR
52,-1,52,-1,52,0,52,0,0,38461.538462,2596153.846154,52,52,52,0,-1,0,-1,0,-1,0,-1,0,NONTOR
628,628,-1,628,-1,628,0,0,0,3184.713376,127388.535032,628,628,628,0,-1,0,-1,0,-1,0,-1,0,NONTOR
58910402,46,67,4999500,4999378,920081.078125,965340.852459,1261472.830337,1273166.81638,2.155816,695.513842,46,4974339,467542.873016,996307.478284,1429795,2922022.65,5264206,1149197.277677,1136557,2473530.05,4974339,1137655.348189,NONTOR
57435930,44,15,4795101,4845768,333929.825581,482220.87395,901730.395418,1066231.367857,5.101336,2092.522921,15,4795101,196698.390411,708383.881087,1275989,3572974.4375,6490666,1718219.876857,1031094,2815832.4375,4795101,1308649.303728,NONTOR
115472,56,15,41658,73780,16798,18041.4,21956.958886,31937.845122,86.601081,18974.296799,15,65078,12830.222222,21596.733221,-1,0,-1,0,-1,0,-1,0,NONTOR
57213142,47,66,4997209,4997057,1270846.955556,1429705.35,1538499.648084,1563486.426405,1.52063,491.041027,47,4971964,665269.093023,1266706.795133,1029741,2859405.65,5605216,1347525.100153,1004480,2677820,4971964,1245687.021212,NONTOR
221734,25201,45,74846,106255,52286.666667,39325.2,25130.10696,54010.675916,45.099083,9110.014702,15,64874,24637.111111,26645.484533,-1,0,-1,0,-1,0,-1,0,NONTOR
59664332,43,36,5563815,5591430,377304.810127,523146.096491,910638.703226,1049956.866809,4.592358,1909.516057,36,5563815,218550.666667,713600.078525,1386212,2960343.05,5978503,1285216.694105,1106128,2473665.25,5563815,1173587.071025,NONTOR
58854887,42,61,9302479,9302853,1634161.5,1730287.382353,2307224.449574,2339738.230936,1.223348,383.553536,42,9277755,828942.070423,1816006.140751,1252422,4202129.571429,9868856,2221758.858191,1034526,3919945.5,9277755,2198605.012973,NONTOR
170959,698,139,28024,65202,21169.8,24238.333333,11492.933522,23905.16587,76.041624,9762.574652,55,65110,14246.583333,20075.615485,-1,0,-1,0,-1,0,-1,0,NONTOR
126,-1,126,-1,126,0,126,0,0,15873.015873,1071428.571429,126,126,126,0,-1,0,-1,0,-1,0,-1,0,NONTOR
681,681,-1,681,-1,681,0,0,0,2936.857562,117474.302496,681,681,681,0,-1,0,-1,0,-1,0,-1,0,NONTOR
55895456,52,17,10881290,10931351,454021.96748,607282.01087,1406943.052762,1609972.77338,3.882248,1508.280029,17,10881290,258775.259259,1081402.973095,1867624,4640950,11931283,2778504.882895,1473805,3921631.25,10881290,2667233.58904,NONTOR
57611909,51,63,5707506,5683588,1371085.547619,1404583.02439,1961277.147977,1969560.903057,1.475389,473.652071,51,5683017,685856.059524,1530129.407481,2295815,4346012.307692,5707506,1360597.202575,1827868,4044147.230769,5683017,1260222.869769,NONTOR
214151,958,46,77722,119732,49323,37771,42097.016409,54109.674627,46.696023,9264.490943,15,69071,23794.555556,30136.558909,-1,0,-1,0,-1,0,-1,0,NONTOR
57922310,46,20,8223078,8273550,441769.770992,609438.863158,1269661.569277,1469761.153773,3.936307,1583.552175,20,8223078,255164.361233,984538.955219,1700060,4439607.153846,8594860,1998565.669679,1396630,3711866.692308,8223078,2072719.295635,NONTOR
37809,37809,-1,37809,-1,37809,0,0,0,79.346187,74611.8649,3049,34760,18904.5,22423.063116,-1,0,-1,0,-1,0,-1,0,NONTOR
31386,31386,-1,31386,-1,31386,0,0,0,95.584018,89880.83859,2971,28415,15693,17991.624913,-1,0,-1,0,-1,0,-1,0,NONTOR
107756,52,15,41258,66470,13955.666667,16505.4,23645.862425,28752.666999,92.802257,7322.098073,13,65889,11972.888889,22188.864735,-1,0,-1,0,-1,0,-1,0,NONTOR
31065829,39,17,5875969,5926332,301609.990291,431108.166667,904195.264698,1070067.993672,5.697579,2567.064925,17,5875969,176510.392045,704213.318791,1716830,3847813.125,6239649,1548205.997902,1372730,3006779.875,5875969,1561062.882529,NONTOR
30081,30081,-1,30081,-1,30081,0,0,0,99.730727,93780.12699,3159,26922,15040.5,16802.978412,-1,0,-1,0,-1,0,-1,0,NONTOR
201707,956,44,75672,107954,44866,35328.2,39043.645776,50112.192737,49.576861,9786.472458,13,67109,22411.888889,28433.528632,-1,0,-1,0,-1,0,-1,0,NONTOR
29247,29247,-1,29247,-1,29247,0,0,0,102.574623,96454.337197,2080,27167,14623.5,17739.187791,-1,0,-1,0,-1,0,-1,0,NONTOR
2714740,86,8,2453838,2428653,8757.225806,4299.731826,139381.922551,97642.651855,342.942602,319906.142025,0,2402599,2919.075269,78814.430069,2662613,2662613,2662613,0,2402599,2402599,2402599,0,NONTOR
28948,28948,-1,28948,-1,28948,0,0,0,103.634103,97450.601078,1891,27057,14474,17795.049227,-1,0,-1,0,-1,0,-1,0,NONTOR
29644,29644,-1,29644,-1,29644,0,0,0,101.200918,95162.596141,1947,27697,14822,18207.999588,-1,0,-1,0,-1,0,-1,0,NONTOR
54911293,49719,107,6635086,6685072,1335800.560976,1334573.02439,1874252.534283,1921462.794835,1.52974,221.429861,28,6491238,661581.843373,1430250.427351,1138797,4412004.083333,7607881,2211327.330257,1088898,3668008.25,6491238,1862021.564652,NONTOR
59968014,12,67,4298644,4493767,405189.283784,371268.434783,592415.926918,606563.239161,5.186098,1521.311011,12,4298644,193445.206452,436750.523112,1080822,4430142,22973974,5901445.01009,1030313,1866140.923077,4298644,1034809.024758,NONTOR
59541025,238,72,2252755,2304396,439608.133333,376841.93038,486059.500291,540817.531564,4.954567,1553.31555,29,2110195,202520.493197,381430.982176,2477757,3286151.444444,10056883,2156318.046001,1239568,1517919.888889,2110195,247180.760762,NONTOR
59639785,42018,75,1889565,1674391,527342.681416,445072.708955,504019.651746,573409.965206,4.175065,1259.293607,28,1645682,240483.004032,409486.938839,1503475,2440744.125,3857124,472733.142028,1053904,1380085.416667,1645682,121113.643586,NONTOR
58694892,4415,73,1901367,1631834,617309.157895,533589.563636,734464.001402,628599.669562,3.526712,751.172691,31,1631834,284926.660194,521924.348996,1806467,2002951.448276,2196436,52348.216824,1390988,1556936.137931,1631834,87210.623047,NONTOR
58699966,17454,100,1851373,1605459,658983.595506,564422.317308,708031.218349,602746.883224,3.321978,618.910069,31,1605459,302577.14433,514276.466726,1810304,2003146.172414,2197908,52006.511258,1389540,1508979.586207,1605459,99990.47631,NONTOR
58705379,4349,78,2005159,1766379,575053.529412,501755.025641,698669.291575,597484.670419,3.764561,804.083047,30,1766379,266842.631818,493529.763245,1803148,2002667.137931,2202811,56585.957894,1369326,1511139.37931,1766379,111277.524213,NONTOR
59232264,28642,95,1854592,1609670,563638.485714,493601.866667,580008.757937,518536.891066,3.832371,817.915722,35,1609670,262089.663717,426311.931296,1958447,2351339.73913,4012552,776241.493507,1056366,1381687.347826,1609670,195506.121272,NONTOR
59235381,16,92,1819225,1574854,558438.566038,497775.966387,643646.325472,560974.993665,3.832169,853.611459,16,1574854,262103.455752,460961.632495,1807442,2170119.222222,4519383,560217.984646,1058018,1448318.62963,1574854,147233.128238,NONTOR
58724430,248,107,1818275,1559541,543273.212963,493482.252101,659214.811523,566422.829651,3.89957,902.537496,35,1559541,257563.289474,466828.428938,1804544,2002620.482759,2199565,53142.779818,1335066,1455807.965517,1559541,100961.70991,NONTOR
58989839,664,75,1852085,1998654,627551.478723,502549.700855,689782.580458,737365.843395,3.610791,888.08515,28,1801504,278253.957547,536309.068135,1817186,2009537.137931,2190764,60361.587163,1110768,1592393.551724,1801504,201564.449601,NONTOR
58784793,228,96,1757053,1513690,559370.533333,498175.889831,634318.783611,549473.30358,3.82752,903.61805,36,1513651,262432.111607,455236.824349,1798722,2002959.448276,2204136,54220.350249,1297242,1415768.862069,1513651,101313.047169,NONTOR
58775963,45205,107,1767644,1809101,564666.375,554489.830189,625958.507106,554362.549205,3.606917,734.739131,35,1613308,278559.066351,459470.369457,1970945,2074432.821429,3702425,324204.776027,1253840,1419534.5,1613308,107565.793944,NONTOR
